"/* Jun Da: Modern Chinese Character Frequency List */",,,,,
"/* 笪骏现代汉语单字频率列表 */",,,,,
"/* http://lingua.mtsu.edu */",,,,,
"/* 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。 */",,,,,
"/* 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html */",,,,,
"序列号","汉字","频率","累计频率(%)","拼音","英文翻译"
1838,"霸",8639,96.47,"ba4","feudal chief/rule by force/tyrant/lord/master/hegemon/usurp"
1839,"桃",8639,96.47,"tao2","peach"
1840,"妥",8634,96.48,"tuo3","secure/sound"
1841,"瘦",8632,96.48,"shou4","tight/thin/lean"
1842,"搭",8626,96.48,"da1","build (scaffolding)/take (boat, train)/hang/join/match/take passage"
1843,"赴",8594,96.49,"fu4","go towards/go to/attend (a banquet, etc.)/to go"
1844,"岳",8577,96.49,"yue4","(surname)/mountain/wife's father, mountain"
1845,"嘉",8576,96.5,"jia1","excellent"
1846,"舱",8575,96.5,"cang1","cabin/the hold of a ship or airplane"
1847,"俊",8543,96.51,04-Jun,"smart/eminent/handsome/talented"
1848,"址",8541,96.51,"zhi3","location/site"
1849,"庞",8531,96.52,"pang2","(surname)/huge/enormous/tremendous"
1850,"耕",8525,96.52,"geng1","to plow/to till"
1851,"锐",8522,96.52,"rui4","acute"
1852,"缝",8512,96.53,"feng2/feng4","to sew/to stitch, crack/seam"
1853,"悔",8485,96.53,"hui3","regret"
1854,"邀",8484,96.54,"yao1","invite to come"
1855,"玲",8475,96.54,"ling2","(used in compounds)/tinkling of gem-pendants"
1856,"惟",8469,96.55,"wei2","Err:508"
1857,"斥",8464,96.55,"chi4","blame/reprove/reprimand"
1858,"宅",8464,96.55,"zhai2","residence"
1859,"添",8460,96.56,"tian1","to add/to increase/to replenish"
1860,"挖",8449,96.56,"wa1","to dig/to excavate/to scoop out"
1861,"呵",8433,96.57,"a1/he1","(phonetic particle), expel breath/my goodness"
1862,"讼",8410,96.57,"song4","litigation"
1863,"氧",8401,96.58,"yang3","oxygen"
1864,"浩",8387,96.58,"hao4","grand/vast (water)"
1865,"羽",8366,96.59,"yu3","feather"
1866,"斤",8365,96.59,"jin1","catty/weight equal to 0.5 kg"
1867,"酷",8345,96.59,"ku4","ruthless/strong (as of wine)/(slang loan from English) cool, great"
1868,"掠",8343,96.6,"lue4/lue3","plunder"
1869,"妖",8337,96.6,"yao1","goblin/witch/devil/bewitching/enchanting/monster/phantom"
1870,"祸",8336,96.61,"huo4","disaster"
1871,"侍",8320,96.61,"shi4","attend on"
1872,"乙",8313,96.62,"yi3","B (in a sequence of examples involving ""A"", ""B"", ""C"", etc.)/2nd heavenly stem/2nd in order"
1873,"妨",8311,96.62,"fang2","hinder/harm"
1874,"贪",8304,96.62,"tan1","greedy"
1875,"挣",8297,96.63,"zheng1/zheng4","struggle, to earn/to make (money)"
1876,"汪",8294,96.63,"wang1","(surname)/expanse of water/ooze"
1877,"尿",8292,96.64,"sui1/niao4","urinate/urine"
1878,"莉",8289,96.64,"li4","jasmine"
1879,"悬",8282,96.65,"xuan2","hang/suspend"
1880,"唇",8279,96.65,"chun2","lip"
1881,"翰",8279,96.65,"han4","pen"
1882,"仓",8275,96.66,"cang1","barn/granary/storehouse/cabin/hold (in ship)"
1883,"轨",8273,96.66,"gui3","course/path/track/rail"
1884,"枚",8270,96.67,"mei2","M for small objects"
1885,"盐",8266,96.67,"yan2","salt"
1886,"览",8259,96.68,"lan3","look over/to view"
1887,"傅",8256,96.68,"fu4","(surname)/tutor"
1888,"帅",8249,96.68,"shuai4","handsome/graceful/smart/commander in chief"
1889,"庙",8220,96.69,"miao4","temple/monastery"
1890,"芬",8218,96.69,"fen1","fragrant"
1891,"屏",8208,96.7,"bing3/ping2","get rid of/put aside/reject/keep control/hold back, (standing) screen"
1892,"寺",8200,96.7,"si4","Buddhist temple"
1893,"胖",8184,96.7,"pang4","fat/plump"
1894,"璃",8176,96.71,"li2","colored glaze/glass"
1895,"愚",8144,96.71,"yu2","stupid"
1896,"滴",8104,96.72,"di1","a drop/to drip"
1897,"疏",8101,96.72,"shu1","negligent/sparse/thin"
1898,"萧",8097,96.73,"xiao1","mournful"
1899,"姿",8092,96.73,"zi1","beauty/disposition/looks/appearance"
1900,"颤",8080,96.73,"zhan4/chan4","to tremble/to shiver/to shake/to vibrate"
1901,"丑",8067,96.74,"chou3","2nd Earthly Branch/clown/Chou (surname), shameful/ugly/disgraceful"
1902,"劣",8067,96.74,"lie4","inferior"
1903,"柯",8061,96.75,"ke1","(surname)/handle of axe/stem"
1904,"寸",8056,96.75,"cun4","a unit of length/inch/thumb"
1905,"扔",8045,96.76,"reng1","throw"
1906,"盯",8041,96.76,"ding1","stare/gaze"
1907,"辱",8029,96.76,"ru3","disgrace/insult"
1908,"匹",8025,96.77,"pi1/pi3","mate/one of a pair, (measure word for horses, mules, a bolt of cloth)/ordinary person"
1909,"俱",8024,96.77,"ju1/ju4","entirely/without exception, a social club"
1910,"辨",8023,96.78,"bian4","distinguish/recognize"
1911,"饿",7992,96.78,"e4","to be hungry/hungry"
1912,"蜂",7989,96.78,"feng1","bee/wasp"
1913,"哦",7980,96.79,"e2/o2/o4","to chant, oh is that so"
1914,"腔",7975,96.79,"qiang1","cavity of body/tune"
1915,"郁",7968,96.8,"yu4","(surname)/elegant, dense (growth)/melancholy"
1916,"溃",7962,96.8,"kui4","be dispersed/break down"
1917,"谨",7960,96.8,"jin3","cautious"
1918,"糟",7960,96.81,"zao1","dregs/to waste/spoil, to waste/spoil"
1919,"葛",7952,96.81,"ge2/ge3","coarse grass linen, (surname)"
1920,"苗",7946,96.82,"miao2","(surname)/Miao tribe/sprout"
1921,"肠",7939,96.82,"chang2","intestines"
1922,"忌",7938,96.83,"ji4","avoid as taboo/jealous"
1923,"溜",7935,96.83,"liu1","slip away/to skate"
1924,"鸿",7931,96.83,"hong2","eastern bean goose/great/large"
1925,"爵",7902,96.84,"jue2","nobility/(ancient wine holder with 3 legs and loop handle)"
1926,"鹏",7895,96.84,"peng2","large fabulous bird"
1927,"鹰",7890,96.85,"ying1","eagle/falcon/hawk"
1928,"笼",7888,96.85,"long2","basket/cage"
1929,"丘",7886,96.85,"qiu1","Confucius/given name/mound, earthenware, earthenware vessel"
1930,"桂",7877,96.86,"gui4","Cinnamonum cassia"
1931,"滋",7874,96.86,"zi1","excite/nourish/this"
1932,"聊",7865,96.87,"liao2","to chat/to have a chat/to kill time"
1933,"挡",7851,96.87,"dang3/dang4","hinder/resist/obstruct/hinder/cover/keep off/a cover/to block/to get in the way of, arrange/put in order"
1934,"纲",7832,96.87,"gang1","head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program"
1935,"肌",7830,96.88,"ji1","flesh/muscle"
1936,"茨",7823,96.88,"ci2","Tribulus terrestris/thatched hut"
1937,"壳",7813,96.89,"ke2/qiao4","shell, shell"
1938,"痕",7805,96.89,"hen2","scar/traces"
1939,"碗",7773,96.89,"wan3","bowl/cup"
1940,"穴",7772,96.9,"xue2","hole/cave"
1941,"膀",7731,96.9,"bang3/bang4/pang1/pang2","upper arm/wing, to flirt, puffed (swollen), bladder"
1942,"卓",7714,96.91,"zhuo2","(surname)/outstanding"
1943,"贤",7713,96.91,"xian2","worthy (person)"
1944,"卧",7696,96.91,"wo4","to lie/to crouch"
1945,"膜",7694,96.92,"mo2","(n) membrane; film"
1946,"毅",7686,96.92,"yi4","perseverance"
1947,"锦",7682,96.93,"jin3","brocade/embroidered work/bright"
1948,"欠",7682,96.93,"qian4","deficient/owe/to lack/yawn"
1949,"哩",7677,96.93,"li1/li3/li","(onomat.), mile, (part. for continued state)"
1950,"函",7672,96.94,"han2","envelope/case/letter"
1951,"茫",7659,96.94,"mang2","vague/vast"
1952,"昂",7637,96.95,"ang2","high/raise (head), high/soaring/raise/lift/expensive/to raise one's head"
1953,"薛",7630,96.95,"xue1","(surname)/wormwood"
1954,"皱",7609,96.95,"zhou4","to wrinkle/wrinkled/to crease"
1955,"夸",7594,96.96,"kua1","to boast"
1956,"豫",7590,96.96,"yu4","beforehand/prepare"
1957,"胃",7533,96.97,"wei4","stomach"
1958,"舌",7511,96.97,"she2","tongue"
1959,"剥",7504,96.97,"bo1/bao1","peel/to skin"
1960,"傲",7503,96.98,"ao4","proud/overbearing/insolent/arrogant"
1961,"拾",7497,96.98,"shi2","pick up/ten (fraud-proof)"
1962,"窝",7456,96.98,"wo1","nest"
1963,"睁",7454,96.99,"zheng1","to open (eye)"
1964,"携",7449,96.99,"xie2","to carry/to take along/to bring along/to hold (hands)"
1965,"陵",7436,97,"ling2","mound/tomb/hill/mountain"
1966,"哼",7419,97,"heng1/hng","hum, (interj. of contempt)"
1967,"棉",7416,97,"mian2","cotton"
1968,"晴",7405,97.01,"qing2","clear/fine (weather)"
1969,"铃",7404,97.01,"ling2","(small) bell"
1970,"填",7401,97.02,"tian2","to fill in"
1971,"饲",7399,97.02,"si4","to raise/to rear/to feed"
1972,"渴",7395,97.02,"ke3","thirsty"
1973,"吻",7395,97.03,"wen3","kiss/mouth"
1974,"扮",7372,97.03,"ban4","to disguise oneself/to dress up/adorn"
1975,"逆",7339,97.03,"ni4","contrary/opposite/backwards/to go against/to oppose/to betray/to rebel"
1976,"脆",7336,97.04,"cui4","crisp/brittle/clear and loud voice"
1977,"喘",7320,97.04,"chuan3","to gasp/to pant/asthma"
1978,"罩",7309,97.05,"zhao4","cover/fish trap (basket)/shade"
1979,"卜",7301,97.05,"bo/bu3","turnip, to divine/foretell"
1980,"炉",7295,97.05,"lu2","stove"
1981,"柴",7276,97.06,"chai2","(surname)/firewood"
1982,"愉",7259,97.06,"yu2","pleased"
1983,"绳",7256,97.06,"sheng2","rope"
1984,"胎",7256,97.07,"tai1","fetus/litter"
1985,"蓄",7213,97.07,"xu4","to store"
1986,"眠",7195,97.08,"mian2","sleep"
1987,"竭",7194,97.08,"jie2","exhaust"
1988,"喂",7184,97.08,"wei4","(interjection) hello/to feed (someone or some animal)/hey/telephone greeting, to feed"
1989,"傻",7167,97.09,"sha3","foolish"
1990,"慕",7165,97.09,"mu4","admire"
1991,"浑",7136,97.09,"hun2","muddy"
1992,"奸",7132,97.1,"jian1","traitor, adultery"
1993,"扇",7125,97.1,"shan1/shan4","to fan, (a measure word for doors, windows, etc.)"
1994,"柜",7101,97.11,"gui4/ju3","cupboard/cabinet/wardrobe, Salix multinervis"
1995,"悦",7094,97.11,"yue4","pleased"
1996,"拦",7091,97.11,"lan2","cut off/hinder"
1997,"诞",7085,97.12,"dan4","birth/birthday/brag/boast/to increase"
1998,"饱",7059,97.12,"bao3","to eat till full/satisfied"
1999,"乾",7057,97.12,"gan1/qian2","dry, (surname)/male/strong/one of the Eight Trigrams"
2000,"泡",7046,97.13,"pao1/pao4","puffed/swollen, to steep/soak/bubble(s)/foam"
2001,"贼",7045,97.13,"zei2","thief"
2002,"亭",7041,97.13,"ting2","pavilion"
2003,"夕",7025,97.14,"xi1/xi4","evening, dusk"
2004,"爹",7016,97.14,"die1","dad"
2005,"酬",7011,97.15,"chou2","entertain/repay/return/reward/compensate"
2006,"儒",7004,97.15,"ru2","scholar/Confucian"
2007,"姻",6998,97.15,"yin1","marriage connections"
2008,"卵",6971,97.16,"luan3","ovum"
2009,"氛",6968,97.16,"fen1","miasma/vapor"
2010,"泄",6955,97.16,"xie4","divulge/leak out"
2011,"杆",6944,97.17,"gan1/gan3","pole, measure for guns, stick/pole"
2012,"挨",6930,97.17,"ai1/ai2","lean to/in order/in sequence, next to/suffer (hunger)/endure/drag out/delay/stall/play for time"
2013,"僧",6920,97.17,"seng1","monk"
2014,"蜜",6919,97.18,"mi4","honey"
2015,"吟",6916,97.18,"yin2","moan/to hum"
2016,"猩",6909,97.19,"xing1","ape"
2017,"遂",6904,97.19,"sui4/sui2","forthwith"
2018,"狭",6901,97.19,"xia2","narrow/narrow-minded"
2019,"肖",6899,97.2,"xiao4/xiao1","similar/resembling/to resemble/to be like"
2020,"甜",6894,97.2,"tian2","sweet"
2021,"霞",6885,97.2,"xia2","red clouds"
2022,"驳",6879,97.21,"bo2","argue/parti-colored/tranship/dispute/contradict/refute, argue/parti-colored/tranship"
2023,"裕",6871,97.21,"yu4","abundant"
2024,"顽",6868,97.21,"wan2","mischievous/obstinate/to play/stupid/stubborn/naughty"
2025,"於",6858,97.22,"yu1/yu2","(surname)"
2026,"摘",6845,97.22,"zhai1","to borrow/to pick (flowers, fruit)/to pluck/to take/to select"
2027,"矮",6834,97.22,"ai3","short (not tall)"
2028,"秒",6829,97.23,"miao3","(a measure word)/second"
2029,"卿",6825,97.23,"qing1","(old) minister/(old) term of endearment between spouses/thou (poet.)"
2030,"畜",6821,97.23,"chu4/xu4","livestock/domesticated animal/domestic animal, to raise (animals)"
2031,"咽",6818,97.24,"yan1/yan4/ye4","narrow pass/throat, to swallow, to choke (in crying)"
2032,"披",6790,97.24,"pi1","scatter/separate/to open/to unroll/to spread out"
2033,"辅",6782,97.25,"fu3","to assist/to complement/auxiliary"
2034,"勾",6780,97.25,"gou1/gou4","to cancel/to delineate/hook, affair/to reach for (with hand)"
2035,"盆",6780,97.25,"pen2","basin"
2036,"疆",6779,97.26,"jiang1","border/boundary"
2037,"赌",6759,97.26,"du3","bet/gamble"
2038,"塑",6744,97.26,"su4","to model (a figure) in clay"
2039,"畏",6722,97.27,"wei4","to fear"
2040,"吵",6709,97.27,"chao3","to quarrel/to make a noise/noisy/to disturb by making a noise"
2041,"囊",6709,97.27,"nang2","sack"
2042,"嗯",6707,97.28,"en1/ng/en4","(a groaning sound)"
2043,"泊",6695,97.28,"bo2","to anchor/touch at/to moor"
2044,"肺",6692,97.28,"fei4","lung"
2045,"骤",6688,97.29,"zhou4","sudden/suddenly"
2046,"缠",6675,97.29,"chan2","to bother/wind around/wrap round/coil/involve/annoy/tangle"
2047,"冈",6651,97.29,"gang1","ridge/mound"
2048,"羞",6651,97.3,"xiu1","shy/ashamed/shame/bashful"
2049,"瞪",6644,97.3,"deng4","stare at"
2050,"吊",6637,97.3,"diao4","to hang a person, condole with/hang"
2051,"贾",6627,97.31,"gu3/jia3","merchant/to buy, (surname)"
2052,"漏",6627,97.31,"lou4","funnel/to leak/to let out/to divulge"
2053,"斑",6622,97.31,"ban1","variegated"
2054,"涛",6611,97.32,"tao1","big wave"
2055,"悠",6604,97.32,"you1","at ease/long (in time)/sad"
2056,"鹿",6599,97.32,"lu4","deer"
2057,"俘",6594,97.33,"fu2","prisoner of war"
2058,"锡",6586,97.33,"xi2/xi1","tin"
2059,"卑",6572,97.34,"bei1","low/base/vulgar/inferior/humble"
2060,"葬",6558,97.34,"zang4","bury (the dead)"
2061,"铭",6555,97.34,"ming2","inscribed motto"
2062,"滩",6550,97.35,"tan1","beach/shoal"
2063,"嫁",6539,97.35,"jia4","marry (a husband)"
2064,"催",6538,97.35,"cui1","urge/press/expedite/prompt/hurry"
2065,"璇",6536,97.36,"xuan2","(jade)"
2066,"翅",6524,97.36,"chi4","wing"
2067,"盒",6506,97.36,"he2","small box/case"
2068,"蛮",6503,97.37,"man2","barbarian/bullying/very/quite/rough/reckless"
2069,"矣",6490,97.37,"yi3","final part."
2070,"潘",6477,97.37,"pan1","(surname)"
2071,"歧",6451,97.38,"qi2","divergent/side road"
2072,"赐",6431,97.38,"ci4","confer/bestow/grant"
2073,"鲍",6416,97.38,"bao4","abalone"
2074,"锅",6416,97.39,"guo1","pot/pan/boiler"
2075,"廊",6413,97.39,"lang2","porch"
2076,"拆",6412,97.39,"chai1","to tear open/to tear down/to tear apart/to open"
2077,"灌",6403,97.4,"guan4","irrigate/pour"
2078,"勉",6398,97.4,"mian3","exhort"
2079,"盲",6395,97.4,"mang2","blind"
2080,"宰",6390,97.41,"zai3","slaughter/butcher/govern/rule/official"
2081,"佐",6378,97.41,"zuo3","assist"
2082,"啥",6331,97.41,"sha2","(dialect) what"
2083,"胀",6327,97.42,"zhang4","dropsical/swollen/to swell/to be bloated"
2084,"扯",6325,97.42,"che3","pull/tear/to talk casually"
2085,"禧",6308,97.42,"xi3","joy"
2086,"辽",6300,97.42,"liao2","Liaoning/name of a dynasty"
2087,"抹",6299,97.43,"mo3/mo4","play/to smear, girdle/brassiere/to plaster"
2088,"筒",6296,97.43,"tong3","tube/cylinder"
2089,"棋",6294,97.43,"qi2","chess"
2090,"裤",6282,97.44,"ku4","drawers/trousers/pants"
2091,"唉",6269,97.44,"ai1/ai4","an interjection/to express realization or agreement (yes, oh, right, etc), alas/oh dear"
2092,"朴",6261,97.44,"po4/pu3","Celtis sinensis var. japonica, Pak or Park (Korean surname)/plain and simple"
2093,"咐",6257,97.45,"fu4","to order"
2094,"孕",6256,97.45,"yun4","pregnant"
2095,"誓",6249,97.45,"shi4","oath/vow/to swear/to pledge"
2096,"喉",6233,97.46,"hou2","throat/larynx"
2097,"妄",6228,97.46,"wang4","absurd/fantastic"
2098,"拘",6224,97.46,"ju1","adhere/capture/restrain"
2099,"链",6223,97.47,"lian4","chain/lead or tin ore"
2100,"驰",6199,97.47,"chi2","run fast/speed/spread/gallop"
2101,"栏",6182,97.47,"lan2","fence/railing/hurdle"
2102,"逝",6182,97.48,"shi4","depart/die"
2103,"窃",6174,97.48,"qie4","I beg to presume/steal"
2104,"艳",6172,97.48,"yan4","glamorous"
2105,"臭",6166,97.49,"chou4/xiu4","stench/stink/smelly/to smell (bad), sense of smell/smell bad"
2106,"纤",6166,97.49,"qian4/xian1","boatman's tow-rope, fine/delicate/minute"
2107,"玑",6165,97.49,"ji1","irregular pearl"
2108,"棵",6159,97.5,"ke1","M for plants"
2109,"趁",6154,97.5,"chen4","avail oneself of/take advantage of"
2110,"匠",6142,97.5,"jiang4","craftsman"
2111,"盈",6142,97.51,"ying2","full/filled/surplus"
2112,"翁",6137,97.51,"weng1","(surname)/elderly person"
2113,"愁",6135,97.51,"chou2","worry about"
2114,"瞬",6119,97.51,"shun4","to wink"
2115,"婴",6114,97.52,"ying1","infant/baby"
2116,"孝",6112,97.52,"xiao4","filial"
2117,"颈",6104,97.52,"jing3","neck"
2118,"倘",6072,97.53,"tang3","if"
2119,"浙",6045,97.53,"zhe4","Zhejiang"
2120,"谅",6024,97.53,"liang4","forgive"
2121,"蔽",6016,97.54,"bi4","to cover/to shield/to screen/to conceal"
2122,"畅",6012,97.54,"chang4","smooth/fluent/joyful/happy"
2123,"赠",6004,97.54,"zeng4","give present"
2124,"妮",6000,97.55,"ni1","girl/phonetic ""ni"" (in girl's name)"
2125,"莎",5990,97.55,"sha1/suo1","(insect)/(phonetic), (grass)/Cyperus rotundus"
2126,"尉",5988,97.55,"wei4","(surname)/milit. official/to quiet"
2127,"冻",5984,97.56,"dong4","to freeze"
2128,"跪",5955,97.56,"gui4","kneel"
2129,"闯",5954,97.56,"chuang3","to rush/break through"
2130,"葡",5943,97.56,"pu2","grapes"
2131,"後",5938,97.57,"hou4",
2132,"厨",5932,97.57,"chu2","kitchen"
2133,"鸭",5932,97.57,"ya1","duck"
2134,"颠",5921,97.58,"dian1","inverted/jolt/top"
2135,"遮",5914,97.58,"zhe1","cover up (a shortcoming)/screen off/to hide/to conceal"
2136,"谊",5902,97.58,"yi4","friendship"
2137,"圳",5901,97.59,"zhen4","furrow in field, small drainage"
2138,"吁",5891,97.59,"xu1/yu4","sh/hush, implore"
2139,"仑",5882,97.59,"lun2","arrange, Koulkun mountains"
2140,"辟",5876,97.6,"bi4/pi4","king/emperor/monarch/royal/ward off, law, dispel/open up/refute"
2141,"瘤",5875,97.6,"liu2","tumor"
2142,"嫂",5863,97.6,"sao3","older brother's wife; sister-in-law"
2143,"陀",5863,97.6,"tuo2","(phonetic)/declivity/steep bank"
2144,"框",5853,97.61,"kuang4","frame/door frame"
2145,"谭",5849,97.61,"tan2","(surname)"
2146,"亨",5845,97.61,"heng1","prosperous"
2147,"钦",5840,97.62,"qin1","royal"
2148,"庸",5835,97.62,"yong1","ordinary/to use"
2149,"歉",5833,97.62,"qian4","apologize/deficient/to regret"
2150,"芝",5832,97.63,"zhi1","Zoysia pungens"
2151,"吼",5814,97.63,"hou3","roar (of a lion)"
2152,"甫",5805,97.63,"fu3","just/just now"
2153,"衫",5802,97.63,"shan1","Chinese gown (unlined)"
2154,"摊",5798,97.64,"tan1","spread out/vendor's stand"
2155,"宴",5798,97.64,"yan4","feast/repose"
2156,"嘱",5788,97.64,"zhu3","enjoin"
2157,"衷",5781,97.65,"zhong1","inner feelings"
2158,"娇",5772,97.65,"jiao1","lovable/pampered/tender/delicate/frail"
2159,"陕",5769,97.65,"shan3/Shan3","Shaanxi"
2160,"矩",5766,97.66,"ju3","carpenter's square/rule"
2161,"浦",5766,97.66,"pu3","beach"
2162,"讶",5760,97.66,"ya4","astounded"
2163,"耸",5758,97.66,"song3","excite/raise up/to shrug/high/lofty/towering"
2164,"裸",5752,97.67,"luo3","naked"
2165,"碧",5751,97.67,"bi4","green jade/bluish green/blue/jade"
2166,"摧",5743,97.67,"cui1","break/destroy/devastate/ravage/repress"
2167,"薪",5741,97.68,"xin1","fuel/salary"
2168,"淋",5737,97.68,"lin4/lin2","diseases of the bladder/to drain/to drip"
2169,"耻",5735,97.68,"chi3","shame/disgrace"
2170,"胶",5721,97.68,"jiao1","glue/gum"
2171,"屠",5718,97.69,"tu2","slaughter/slaughter man"
2172,"鹅",5703,97.69,"e2","goose"
2173,"饥",5689,97.69,"ji1","hungry"
2174,"盼",5689,97.7,"pan4","to hope for/to long for/to expect"
2175,"脖",5682,97.7,"bo2","neck"
2176,"虹",5670,97.7,"hong2/jiang4","rainbow, rainbow"
2177,"翠",5661,97.71,"cui4","bluish-green/green jade"
2178,"崩",5658,97.71,"beng1","collapse/fall into ruins"
2179,"账",5652,97.71,"zhang4","account"
2180,"萍",5646,97.71,"ping2","duckweed"
2181,"逢",5632,97.72,"feng2","every time/meet by chance"
2182,"赚",5630,97.72,"zhuan4/zuan4","earn/make a profit, cheat/swindle"
2183,"撑",5628,97.72,"cheng1","support/prop-up/to pole a boat/to open/to overfill"
2184,"翔",5625,97.73,"xiang2","soar"
2185,"倡",5622,97.73,"chang4","initiate/instigate/introduce/lead/initiate"
2186,"绵",5622,97.73,"mian2","cotton/incessant/soft/downy"
2187,"猴",5582,97.73,"hou2","monkey"
2188,"枯",5582,97.74,"ku1","dried up"
2189,"巫",5576,97.74,"wu1","witch"
2190,"昭",5569,97.74,"zhao1","illustrious/manifest"
2191,"怔",5561,97.75,"zheng1","be startled"
2192,"渊",5551,97.75,"yuan1","abyss"
2193,"凑",5544,97.75,"cou4","assemble/put together/press near/come together"
2194,"溪",5543,97.75,"qi1/xi1","creek, creek"
2195,"蠢",5542,97.76,"chun3","blunt/stupid/to wiggle (of worms)/sluggish"
2196,"禅",5540,97.76,"chan2/shan4","meditation/abstraction/(Zen) Buddhism, abdicate"
2197,"阐",5532,97.76,"chan3","to express/disclose/enlighten/open"
